id,document_id,state,county,municipality,vendor_raw,vendor_normalized,contract_period_raw,fiscal_year,fill_type,volume_tons,price_per_ton,line_total,contract_terms,source_page,extraction_method,extraction_confidence,normalized_confidence,confidence_score,review_status,review_notes,extracted_at,source_url,source_file,retrieval_date,doc_state,contract_reference,contract_period_start,contract_period_end
3215,1,MI,Chippewa,Goetzville,Detroit Salt,Detroit Salt,,2027,early_fill,2250.0,76.01,171022.5,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3216,1,MI,Chippewa,Kinross,Detroit Salt,Detroit Salt,,2027,early_fill,6000.0,76.01,456060.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3217,1,MI,Chippewa,Eckerman,Detroit Salt,Detroit Salt,,2027,early_fill,4750.0,76.01,361047.5,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3218,1,MI,Mackinac,Mackinac CRC,Detroit Salt,Detroit Salt,,2027,early_fill,900.0,79.84,71856.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3219,1,MI,Mackinac,Engadine,Detroit Salt,Detroit Salt,,2027,early_fill,3300.0,79.84,263472.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3220,1,MI,Mackinac,St. Ignace,Detroit Salt,Detroit Salt,,2027,early_fill,6200.0,79.84,495008.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3221,1,MI,Mackinac,Mackinac Bridge,Detroit Salt,Detroit Salt,,2027,early_fill,300.0,79.84,23952.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3222,1,MI,Antrim,Central Lake,Detroit Salt,Detroit Salt,,2027,early_fill,650.0,81.07,52695.5,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3223,1,MI,Antrim,Kewadin,Detroit Salt,Detroit Salt,,2027,early_fill,750.0,81.07,60802.5,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3224,1,MI,Antrim,Mancelona,Detroit Salt,Detroit Salt,,2027,early_fill,1600.0,81.07,129712.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3225,1,MI,Charlevoix,Boyne City,Detroit Salt,Detroit Salt,,2027,early_fill,1000.0,83.19,83190.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3226,1,MI,Charlevoix,Ironton,Detroit Salt,Detroit Salt,,2027,early_fill,1000.0,83.19,83190.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3227,1,MI,Crawford,Grayling,Detroit Salt,Detroit Salt,,2027,early_fill,4800.0,75.47,362256.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3228,1,MI,Grand Traverse,Kingsley,Detroit Salt,Detroit Salt,,2027,early_fill,1200.0,80.03,96036.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3229,1,MI,Grand Traverse,Traverse City,Detroit Salt,Detroit Salt,,2027,early_fill,1200.0,80.03,96036.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3230,1,MI,Iosco,Oscoda,Detroit Salt,Detroit Salt,,2027,early_fill,500.0,74.01,37005.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3231,1,MI,Iosco,Tawas City,Detroit Salt,Detroit Salt,,2027,early_fill,850.0,74.01,62908.5,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3232,1,MI,Kalkaska,Kalkaska,Detroit Salt,Detroit Salt,,2027,early_fill,2200.0,79.01,173822.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3233,1,MI,Leelanau,Suttons Bay,Detroit Salt,Detroit Salt,,2027,early_fill,400.0,84.49,33796.0,,27,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3234,1,MI,Leelanau,Maple City,Detroit Salt,Detroit Salt,,2027,early_fill,400.0,84.49,33796.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3235,1,MI,Missaukee,Lake City,Detroit Salt,Detroit Salt,,2027,early_fill,1700.0,78.46,133382.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3236,1,MI,Ogemaw,Branch,Detroit Salt,Detroit Salt,,2027,early_fill,1000.0,71.58,71580.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3237,1,MI,Ogemaw,West Branch,Detroit Salt,Detroit Salt,,2027,early_fill,250.0,71.58,17895.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3238,1,MI,Oscoda,Mio,Detroit Salt,Detroit Salt,,2027,early_fill,2000.0,74.35,148700.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3239,1,MI,Roscommon,Houghton Lake,Detroit Salt,Detroit Salt,,2027,early_fill,600.0,73.35,44010.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3240,1,MI,Roscommon,Prudenville,Detroit Salt,Detroit Salt,,2027,early_fill,2200.0,73.35,161370.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3241,1,MI,Roscommon,Roscommon,Detroit Salt,Detroit Salt,,2027,early_fill,200.0,73.35,14670.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3242,1,MI,Wexford,Cadillac,Detroit Salt,Detroit Salt,,2027,early_fill,1450.0,79.28,114956.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3243,1,MI,Wexford,Boon,Detroit Salt,Detroit Salt,,2027,early_fill,2750.0,79.28,218020.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3244,1,MI,Allegan,Fennville,Detroit Salt,Detroit Salt,,2027,early_fill,2500.0,69.78,174450.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3245,1,MI,Allegan,Plainwell,Detroit Salt,Detroit Salt,,2027,early_fill,2000.0,69.78,139560.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3246,1,MI,Barry,Hastings,Detroit Salt,Detroit Salt,,2027,early_fill,1500.0,73.84,110760.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3247,1,MI,Ionia,Ionia,Detroit Salt,Detroit Salt,,2027,early_fill,,84.29,,,28,deterministic_pdf,0.92,0.92,0.82,auto_accepted,missing: volume_tons,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3248,1,MI,Ionia,Saranac,Detroit Salt,Detroit Salt,,2027,early_fill,,84.29,,,28,deterministic_pdf,0.92,0.92,0.82,auto_accepted,missing: volume_tons,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3249,1,MI,Mecosta,Big Rapids,Detroit Salt,Detroit Salt,,2027,early_fill,2000.0,74.66,149320.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3250,1,MI,Mecosta,Morley,Detroit Salt,Detroit Salt,,2027,early_fill,400.0,74.66,29864.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3251,1,MI,Mecosta,Remus,Detroit Salt,Detroit Salt,,2027,early_fill,300.0,74.66,22398.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3252,1,MI,Osceola,Marion,Detroit Salt,Detroit Salt,,2027,early_fill,,72.92,,,28,deterministic_pdf,0.92,0.92,0.82,auto_accepted,missing: volume_tons,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3253,1,MI,Osceola,Reed City,Detroit Salt,Detroit Salt,,2027,early_fill,500.0,72.92,36460.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3254,1,MI,Arenac,Standish,Detroit Salt,Detroit Salt,,2027,early_fill,1000.0,61.79,61790.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3255,1,MI,Bay,East District,Detroit Salt,Detroit Salt,,2027,early_fill,500.0,59.71,29855.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3256,1,MI,Bay,Kawkawlin,Detroit Salt,Detroit Salt,,2027,early_fill,1500.0,59.71,89565.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3257,1,MI,Bay,Pinconning,Detroit Salt,Detroit Salt,,2027,early_fill,500.0,59.71,29855.0,,28,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3258,1,MI,Clare,Harrison,Detroit Salt,Detroit Salt,,2027,early_fill,2000.0,69.03,138060.0,,29,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3259,1,MI,Gladwin,Gladwin,Detroit Salt,Detroit Salt,,2027,early_fill,600.0,69.07,41442.0,,29,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3260,1,MI,Gratiot,Ithaca,Detroit Salt,Detroit Salt,,2027,early_fill,1500.0,65.89,98835.0,,29,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
3261,1,MI,Huron,Kinde,Detroit Salt,Detroit Salt,,2027,early_fill,400.0,66.76,26704.0,,29,deterministic_pdf,0.92,0.92,0.92,auto_accepted,,2026-08-27 20:03:49,https://www.michigan.gov/dtmb/-/media/Project/Websites/dtmb/Procurement/Contracts/MiDEAL/002/260000000712.pdf?rev=8d4ed14d634d466fa9207bb1d92c2458&hash=AAB40CFD3A7E1C61C7C17CA7044DBB4B,/Users/arshnoorkaur/Downloads/road_salt_tracker/data/raw/MI/doc_1.pdf,2026-08-27,MI,260000000712,2026-10-01,2027-09-30
